month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202310,34007,"camden, nj",317500.0,0.0587,0.0952,595.0,0.0818,-0.2109,32.0,0.05,-0.2674,504.0,-0.0233,0.0244,26.0,0.3,-0.1875,206.0,0.1977,-0.2536,685.0,-0.0305,-0.1632,198.0,0.0394,0.1305,1571.0,0.0064,-0.0181,381651.0,0.0249,0.0967,1275.0,0.0196,-0.1877,1.1504,-0.1332,0.0655,0.0
202310,34015,"gloucester, nj",364900.0,0.0136,0.1228,395.0,0.105,-0.1781,32.0,-0.125,-0.2674,316.0,0.0676,-0.0482,16.0,0.0,0.0,148.0,0.2759,-0.0263,484.0,0.0342,-0.0416,200.0,0.005,0.1056,1800.0,-0.0033,0.0468,429087.0,-0.0076,0.1127,873.0,0.0699,-0.1101,1.2269,-0.0841,0.1748,0.0
202310,34001,"atlantic, nj",414950.0,0.0374,0.2578,824.0,0.0332,-0.2089,49.0,0.0104,-0.1917,336.0,-0.0562,-0.1429,20.0,0.25,-0.1667,200.0,0.0638,-0.2647,539.0,-0.1099,-0.2022,244.0,-0.0061,0.2318,1607.0,0.0041,0.0041,667735.0,-0.0131,0.1811,1352.0,-0.0106,-0.2069,0.6539,-0.1052,0.0055,0.0
202310,34035,"somerset, nj",650000.0,-0.015,0.1304,387.0,0.0307,-0.3726,32.0,-0.1513,-0.2134,262.0,-0.0076,-0.1603,2.0,-0.8333,-0.5,56.0,-0.125,-0.5484,339.0,-0.0788,-0.2116,302.0,0.0101,0.0764,2279.0,-0.0664,0.0647,1165657.0,-0.0153,0.3344,718.0,-0.0191,-0.3056,0.8771,-0.1042,0.1791,0.0
202310,34023,"middlesex, nj",496500.0,0.003,0.1033,866.0,-0.0378,-0.3297,40.0,0.0526,-0.1398,530.0,-0.0536,-0.1614,24.0,1.0,-0.1429,170.0,0.2143,-0.4753,1021.0,-0.088,-0.2034,302.0,0.0057,0.0714,1651.0,-0.0105,0.029,560417.0,0.003,0.1057,1844.0,-0.0675,-0.2632,1.1784,-0.0649,0.1869,0.0
202310,34037,"sussex, nj",399375.0,0.0373,0.1097,363.0,-0.056,-0.3287,40.0,0.0,-0.1856,220.0,0.0185,-0.127,6.0,-0.25,0.5,70.0,-0.0278,-0.4167,271.0,-0.039,-0.0936,228.0,0.0126,0.1358,1969.0,0.0493,-0.0138,476525.0,0.0297,0.0577,632.0,-0.0381,-0.2458,0.7476,0.0132,0.1939,0.0
202310,34005,"burlington, nj",372500.0,-0.0172,0.0646,582.0,0.0026,-0.2722,34.0,-0.0556,-0.1169,516.0,0.0932,0.0,30.0,-0.0625,0.25,188.0,0.0217,-0.4337,754.0,-0.0271,-0.1849,216.0,-0.0022,0.0999,1760.0,-0.0105,-0.0136,532380.0,-0.0142,0.1827,1329.0,-0.0167,-0.2321,1.2966,-0.0396,0.1389,0.0
202310,34025,"monmouth, nj",792223.0,-0.0085,0.0867,1268.0,0.0197,-0.1307,44.0,0.0,-0.102,682.0,0.0396,-0.0201,16.0,-0.6667,0.3333,302.0,0.2377,-0.2598,1164.0,-0.0685,-0.216,373.0,-0.0149,0.1108,2104.0,-0.0089,0.0174,1228478.0,-0.0242,0.0618,2421.0,-0.0208,-0.1696,0.9179,-0.0869,-0.0999,0.0
202310,34031,"passaic, nj",474975.0,-0.0084,0.1048,427.0,0.0327,-0.2903,29.0,-0.2297,-0.3667,296.0,0.0725,0.0137,4.0,-0.5,0.0,76.0,0.1176,-0.4063,289.0,0.0509,-0.1269,277.0,-0.042,0.0351,1794.0,-0.0036,0.1037,535681.0,-0.0148,0.1377,715.0,0.057,-0.2242,0.6776,0.0117,0.1269,0.0
202310,34019,"hunterdon, nj",654500.0,-0.0006,0.091,266.0,0.1466,-0.1739,38.0,-0.0563,-0.274,158.0,0.0676,0.0395,6.0,0.5,0.5,58.0,0.45,-0.0938,204.0,0.0968,-0.0512,266.0,0.0196,0.1259,2800.0,-0.0682,0.0946,947869.0,-0.005,0.3548,462.0,0.1174,-0.1292,0.7669,-0.0348,0.0992,0.0
202310,34039,"union, nj",549000.0,0.0,0.098,463.0,0.0619,-0.2953,29.0,-0.1944,-0.2564,330.0,0.0313,-0.1129,6.0,-0.25,-0.25,72.0,0.2857,-0.5,402.0,-0.0383,-0.1895,335.0,0.0296,0.0715,1922.0,-0.039,0.018,682808.0,-0.0165,0.071,861.0,0.0129,-0.2533,0.8683,-0.0905,0.1133,0.0
202310,34027,"morris, nj",687500.0,-0.0136,0.1002,613.0,0.02,-0.2667,31.0,-0.0606,-0.2439,384.0,-0.1429,-0.1795,8.0,0.0,1.0,114.0,0.2391,-0.4519,533.0,0.0057,-0.1347,296.0,-0.0083,0.0394,2500.0,-0.0333,0.0246,949214.0,-0.0099,0.1427,1143.0,0.016,-0.2095,0.8695,-0.0124,0.1327,0.0
202310,34003,"bergen, nj",779495.0,-0.0113,0.155,1221.0,0.0162,-0.3069,36.0,-0.1125,-0.2283,722.0,0.1424,-0.0399,10.0,-0.6429,-0.1667,210.0,0.2805,-0.4167,147.0,-0.087,-0.1878,368.0,0.0351,0.0526,2135.0,-0.0295,0.112,1259055.0,-0.0193,0.1907,1359.0,0.0018,-0.2961,0.1204,-0.0136,0.0177,0.0
202310,34029,"ocean, nj",532500.0,-0.0121,0.0376,1819.0,0.0691,-0.0939,44.0,0.0233,0.0476,884.0,-0.0714,-0.1299,18.0,-0.1,-0.1,492.0,0.268,-0.18,1567.0,-0.0989,-0.2258,284.0,0.0042,0.0353,1776.0,-0.0255,0.0008,867567.0,0.0122,0.0541,3337.0,-0.0135,-0.1677,0.8617,-0.1606,-0.1468,0.0
202310,34011,"cumberland, nj",249950.0,-0.0002,0.0202,234.0,-0.0106,-0.254,47.0,0.175,-0.0784,122.0,0.0167,0.0893,8.0,0.0,-0.3333,62.0,-0.1389,-0.3542,189.0,0.0161,-0.1085,173.0,0.0124,0.0725,1499.0,0.0071,-0.0053,421185.0,0.0238,0.1483,421.0,-0.0012,-0.199,0.8094,0.0213,0.1321,0.0
202310,34009,"cape may, nj",922225.0,-0.0292,0.1529,785.0,0.0813,-0.1402,52.0,-0.1271,-0.1825,290.0,0.0211,-0.0333,12.0,0.0,0.0,148.0,0.0,-0.3019,399.0,-0.189,-0.1972,656.0,-0.0353,0.185,1725.0,-0.0075,-0.0066,1606202.0,-0.0603,0.1958,1176.0,-0.0269,-0.1657,0.5083,-0.1694,-0.0361,0.0
202309,34039,"union, nj",549000.0,0.0121,0.1066,436.0,-0.0046,-0.3837,36.0,0.125,-0.1325,320.0,0.0127,-0.2271,8.0,-0.3333,1.0,56.0,-0.0345,-0.6111,418.0,-0.1283,-0.186,325.0,0.0357,0.0302,2000.0,0.0382,0.1299,694258.0,-0.007,0.128,850.0,-0.0634,-0.2964,0.9587,-0.136,0.2329,0.0
202309,34021,"mercer, nj",420000.0,-0.0561,0.1193,381.0,0.0133,-0.2708,33.0,0.0645,-0.3125,300.0,-0.2188,-0.0625,12.0,-0.25,0.5,96.0,0.3714,-0.25,579.0,-0.0374,-0.1274,249.0,0.0001,0.1439,1666.0,-0.0232,-0.0086,772047.0,-0.033,0.2184,955.0,-0.0098,-0.1944,1.5197,-0.08,0.2498,0.0
202309,34003,"bergen, nj",788389.0,0.0091,0.168,1201.0,-0.069,-0.3331,40.0,0.0959,-0.1667,632.0,-0.0678,-0.2582,28.0,1.8,0.0769,164.0,-0.012,-0.4843,161.0,-0.0667,-0.125,355.0,-0.0054,0.0139,2200.0,-0.078,0.157,1283776.0,0.0225,0.2353,1356.0,-0.0703,-0.3165,0.1341,0.0003,0.0319,0.0
202309,34009,"cape may, nj",950000.0,-0.0443,0.1957,726.0,0.0529,-0.1787,59.0,0.0172,-0.1128,284.0,0.0758,-0.1977,12.0,-0.4,0.5,148.0,0.0423,-0.3273,492.0,-0.015,-0.1481,680.0,-0.0174,0.2278,1738.0,-0.0458,0.0105,1709247.0,-0.014,0.2842,1208.0,0.0263,-0.1695,0.6777,-0.0468,0.0244,0.0
202309,34041,"warren, nj",400000.0,-0.0587,0.0974,174.0,-0.0745,-0.3544,37.0,0.0571,-0.3273,128.0,0.0492,-0.0725,0.0,,-1.0,24.0,-0.2,-0.5556,163.0,-0.0061,-0.0791,195.0,0.0227,0.0719,2086.0,-0.092,0.0368,520780.0,-0.0105,0.2312,333.0,-0.0486,-0.2542,0.9368,0.0644,0.28,0.0
202309,34027,"morris, nj",697000.0,0.0164,0.138,601.0,-0.0148,-0.2798,33.0,-0.1316,-0.2903,448.0,0.1429,-0.1146,8.0,1.0,-0.2,92.0,0.0455,-0.4889,530.0,-0.0917,-0.2217,298.0,0.0008,0.0532,2586.0,0.0043,0.1057,958726.0,0.0303,0.1587,1125.0,-0.0578,-0.2557,0.8819,-0.0747,0.0658,0.0
202309,34011,"cumberland, nj",250000.0,-0.0327,0.0421,236.0,0.0703,-0.246,40.0,0.0526,-0.1351,120.0,-0.1429,-0.3258,8.0,0.0,1.0,72.0,0.2,-0.2,186.0,0.0362,-0.2102,171.0,-0.037,0.0777,1488.0,0.0068,0.0133,411412.0,-0.0398,0.1412,421.0,0.0565,-0.2261,0.7881,-0.0259,0.0357,0.0
202309,34007,"camden, nj",299900.0,0.0166,0.0308,550.0,0.07,-0.3051,30.0,0.2245,-0.2308,516.0,-0.0947,-0.1485,20.0,-0.375,-0.0909,172.0,0.1169,-0.3857,706.0,-0.0843,-0.2,191.0,0.0205,0.0825,1561.0,0.0032,0.0073,372363.0,0.0108,0.0814,1250.0,-0.0261,-0.2544,1.2836,-0.2164,0.1687,0.0
202309,34017,"hudson, nj",618450.0,-0.0025,0.0907,778.0,0.0325,-0.3282,39.0,0.0541,-0.1875,436.0,0.1179,-0.1451,8.0,0.0,0.3333,96.0,0.0667,-0.5294,40.0,-0.0805,-0.0805,533.0,0.0203,0.0668,1141.0,-0.0119,0.0048,772160.0,0.0177,0.0761,817.0,0.0283,-0.3186,0.0514,-0.0063,0.0138,0.0
202309,34035,"somerset, nj",659900.0,-0.0224,0.1379,375.0,-0.0494,-0.4033,38.0,0.1429,-0.1364,264.0,-0.1141,-0.2281,12.0,5.0,0.5,64.0,0.2308,-0.4839,368.0,-0.1412,-0.2573,299.0,0.0058,0.0569,2441.0,0.0753,0.0746,1183817.0,0.0242,0.3628,732.0,-0.1062,-0.3394,0.9813,-0.1049,0.1929,0.0
202309,34019,"hunterdon, nj",654900.0,0.0075,0.0916,232.0,0.1048,-0.3023,40.0,-0.1011,-0.3013,148.0,0.2131,-0.075,4.0,,,40.0,0.3333,-0.4286,186.0,-0.1733,-0.1788,261.0,0.016,0.1108,3005.0,0.0618,0.1933,952599.0,0.0237,0.3416,413.0,-0.0495,-0.2498,0.8017,-0.2697,0.1205,0.0
202309,34015,"gloucester, nj",360000.0,-0.0256,0.1429,357.0,-0.0442,-0.2484,36.0,0.3091,-0.1325,296.0,-0.1543,-0.1294,16.0,0.0,-0.2727,116.0,-0.1471,-0.3095,468.0,-0.0574,-0.1552,199.0,0.0165,0.1206,1806.0,-0.012,0.0531,432373.0,0.0211,0.1677,816.0,-0.0556,-0.2062,1.3109,-0.0184,0.1446,0.0
202309,34023,"middlesex, nj",495000.0,0.0,0.1,900.0,-0.0164,-0.3353,38.0,0.1969,-0.1648,560.0,-0.1277,-0.1908,12.0,-0.625,-0.1429,140.0,0.1864,-0.5238,1119.0,-0.0424,-0.232,300.0,0.0053,0.0704,1668.0,0.0325,0.0243,558732.0,0.0023,0.0922,1977.0,-0.0189,-0.2791,1.2433,-0.0337,0.1673,0.0
202309,34029,"ocean, nj",539000.0,-0.0409,0.0237,1701.0,-0.0023,-0.1038,43.0,-0.0115,0.0361,952.0,-0.0423,-0.1392,20.0,-0.0909,-0.0909,388.0,-0.0537,-0.324,1739.0,0.0023,-0.2511,283.0,-0.0105,0.0149,1822.0,-0.0167,0.015,857070.0,-0.0274,0.0388,3382.0,-0.0065,-0.1894,1.0223,0.0047,-0.2011,0.0
202309,34001,"atlantic, nj",400000.0,0.0025,0.2308,797.0,0.0225,-0.2395,48.0,-0.04,-0.25,356.0,-0.0777,-0.0918,16.0,-0.3333,-0.2727,188.0,0.0108,-0.248,605.0,-0.0242,-0.1955,245.0,0.03,0.2688,1600.0,-0.0373,0.0156,676578.0,-0.0377,0.2343,1366.0,-0.0148,-0.2328,0.7591,-0.0363,0.0415,0.0
202309,34031,"passaic, nj",479000.0,-0.0214,0.0936,413.0,0.011,-0.3088,37.0,0.1746,-0.1638,276.0,0.0073,-0.2418,8.0,0.0,1.0,68.0,0.2143,-0.4688,275.0,-0.0501,-0.1864,289.0,-0.0139,0.0733,1800.0,0.0019,0.0219,543715.0,-0.017,0.1266,676.0,-0.0167,-0.27,0.6659,-0.0428,0.1002,0.0
202309,34033,"salem, nj",289000.0,0.0305,0.1681,151.0,0.0903,-0.2562,48.0,0.1034,0.2229,80.0,-0.0698,-0.1667,0.0,,-1.0,56.0,0.2174,-0.2432,109.0,-0.0723,-0.0992,183.0,-0.0068,0.1741,1728.0,0.0316,0.0603,374412.0,0.0384,0.2855,261.0,0.0195,-0.2006,0.7219,-0.1265,0.1258,0.0
202309,34037,"sussex, nj",385000.0,-0.0112,0.0427,384.0,-0.0116,-0.263,40.0,-0.0814,-0.2547,216.0,-0.0357,-0.188,8.0,0.0,1.0,72.0,0.1613,-0.3455,282.0,0.0522,-0.2156,225.0,-0.0027,0.1063,1876.0,0.0247,-0.036,462801.0,-0.0366,0.0363,657.0,0.0031,-0.2513,0.7344,0.0445,0.0444,0.0
202309,34013,"essex, nj",513000.0,0.0069,0.0938,637.0,0.0087,-0.3399,36.0,0.1077,-0.28,404.0,-0.086,-0.1888,8.0,0.0,0.0,104.0,0.5758,-0.4157,411.0,-0.1491,-0.1988,313.0,0.0128,0.1294,1957.0,-0.0338,0.0229,781627.0,-0.0021,0.1493,1021.0,-0.062,-0.2966,0.6452,-0.1196,0.1136,0.0
202309,34025,"monmouth, nj",799000.0,0.0,0.0802,1243.0,0.0053,-0.1641,44.0,0.0864,-0.0538,656.0,-0.1525,-0.1675,48.0,1.1818,2.0,244.0,0.0252,-0.4078,1249.0,-0.0451,-0.2572,378.0,0.0137,0.1193,2123.0,-0.0008,-0.0031,1258884.0,-0.0198,0.0579,2472.0,-0.0233,-0.2149,1.0048,-0.053,-0.126,0.0
202309,34005,"burlington, nj",379000.0,0.0107,0.083,580.0,0.0594,-0.2318,36.0,0.1707,-0.122,472.0,-0.0958,-0.1945,32.0,0.2308,1.0,184.0,0.2958,-0.3185,775.0,-0.1046,-0.2523,217.0,0.0101,0.102,1779.0,-0.0085,-0.0163,540072.0,-0.0037,0.2022,1351.0,-0.0367,-0.2417,1.3362,-0.2446,-0.0366,0.0
202308,34041,"warren, nj",424950.0,0.1408,0.1804,188.0,0.033,-0.3438,35.0,-0.0141,-0.2821,122.0,-0.0161,-0.0615,0.0,-1.0,,30.0,0.25,-0.4828,164.0,-0.0238,-0.1881,191.0,-0.0189,0.0582,2297.0,0.0183,0.1611,526318.0,0.0562,0.2348,350.0,-0.0223,-0.2798,0.8723,-0.0507,0.1673,0.0
202308,34039,"union, nj",542450.0,-0.0119,0.0876,438.0,-0.0894,-0.4097,32.0,0.0667,-0.1233,316.0,-0.1596,-0.164,12.0,-0.25,0.0,58.0,0.0357,-0.642,480.0,-0.0333,-0.1536,314.0,0.0015,0.0067,1927.0,-0.0336,0.1658,699186.0,-0.0258,0.1239,908.0,-0.0567,-0.2992,1.0947,0.0636,0.3313,0.0
202308,34005,"burlington, nj",374975.0,0.0273,0.0767,548.0,0.095,-0.3228,31.0,-0.0821,-0.1458,522.0,0.0524,-0.1714,26.0,0.3,0.1818,142.0,0.2679,-0.5103,866.0,-0.0613,-0.2023,215.0,0.0169,0.1125,1794.0,0.0015,-0.0053,542078.0,0.0294,0.2308,1403.0,-0.0095,-0.2512,1.5808,-0.2632,0.2388,0.0
202308,34033,"salem, nj",280450.0,-0.0002,0.1494,139.0,0.0036,-0.2672,44.0,0.16,0.0235,86.0,0.1316,-0.2037,0.0,-1.0,-1.0,46.0,0.2778,-0.2069,118.0,0.078,-0.1132,184.0,0.0174,0.1719,1675.0,-0.0362,0.0391,360554.0,0.0042,0.2149,256.0,0.0323,-0.2,0.8484,0.0585,0.1473,0.0
202308,34029,"ocean, nj",562000.0,0.0218,0.0881,1705.0,-0.0122,-0.1033,44.0,0.1447,0.16,994.0,0.0061,-0.1188,22.0,-0.0833,-0.3125,410.0,-0.0421,-0.3344,1735.0,0.0075,-0.2777,286.0,0.0138,0.027,1853.0,0.0098,0.0467,881174.0,0.0042,0.0591,3404.0,0.0012,-0.2008,1.0176,0.0199,-0.2456,0.0
202308,34025,"monmouth, nj",799000.0,-0.0011,0.0696,1237.0,0.0037,-0.2035,41.0,-0.0581,0.0658,774.0,0.0516,-0.1083,22.0,0.375,0.1,238.0,0.1019,-0.4333,1308.0,-0.0076,-0.2753,373.0,0.0265,0.1109,2125.0,-0.0181,-0.0229,1284265.0,0.012,0.0533,2531.0,0.0008,-0.2423,1.0578,-0.012,-0.1048,0.0
202308,34015,"gloucester, nj",369450.0,0.0556,0.1636,374.0,0.125,-0.2251,28.0,-0.0517,-0.2029,350.0,-0.0169,-0.1627,16.0,0.3333,-0.2727,136.0,0.4167,-0.0811,497.0,0.1182,-0.226,196.0,0.0107,0.0961,1828.0,0.0247,0.0548,423418.0,0.0212,0.1237,864.0,0.1265,-0.2306,1.3293,-0.008,-0.0016,0.0
202308,34035,"somerset, nj",675000.0,0.0385,0.1589,395.0,-0.0378,-0.4352,33.0,0.0726,-0.1307,298.0,-0.0067,-0.2624,2.0,-0.5,-0.6667,52.0,0.3,-0.5667,429.0,-0.1036,-0.2166,297.0,0.0084,0.0659,2270.0,0.0575,0.0166,1155898.0,0.0242,0.364,819.0,-0.0661,-0.3374,1.0862,-0.0797,0.3031,0.0
202308,34001,"atlantic, nj",399000.0,0.0103,0.2277,780.0,0.0097,-0.2981,50.0,0.087,-0.0476,386.0,0.0966,-0.1267,24.0,-0.1429,0.2,186.0,0.1625,-0.256,620.0,0.0197,-0.2152,238.0,0.0186,0.2091,1662.0,0.0272,0.0654,703074.0,-0.0006,0.266,1387.0,0.0128,-0.2619,0.7954,0.0078,0.084,0.0
202308,34011,"cumberland, nj",258450.0,0.0342,0.1237,221.0,0.1308,-0.3163,38.0,-0.1264,-0.1059,140.0,0.0294,-0.186,8.0,0.0,0.3333,60.0,0.0714,-0.2683,180.0,-0.0651,-0.2834,177.0,0.0513,0.1045,1478.0,-0.0663,0.0246,428479.0,-0.0281,0.2125,399.0,0.014,-0.3021,0.8141,-0.1706,0.0373,0.0
202308,34021,"mercer, nj",444950.0,-0.0325,0.1445,376.0,0.0652,-0.3545,31.0,-0.0606,-0.225,384.0,0.2152,-0.0052,16.0,-0.2,0.6,70.0,0.0294,-0.4262,602.0,-0.0645,-0.1794,249.0,0.0036,0.1225,1705.0,-0.047,0.0268,798416.0,-0.0312,0.2395,965.0,-0.0138,-0.2546,1.5997,-0.2218,0.3414,0.0
202308,34027,"morris, nj",685750.0,-0.0004,0.143,610.0,-0.0224,-0.3278,38.0,0.1515,0.0,392.0,-0.1091,-0.1515,4.0,0.0,-0.5,88.0,0.0476,-0.5319,584.0,-0.1317,-0.2706,298.0,0.0013,0.0524,2575.0,-0.041,0.1038,930574.0,-0.0253,0.1417,1194.0,-0.0751,-0.2974,0.9566,-0.1204,0.075,0.0
202308,34013,"essex, nj",509500.0,-0.001,0.1266,632.0,0.0104,-0.3778,33.0,-0.0152,-0.2442,442.0,0.1276,-0.083,8.0,1.0,-0.5,66.0,-0.0833,-0.5479,483.0,-0.1466,-0.2488,309.0,-0.0073,0.1138,2026.0,0.0318,0.0902,783244.0,-0.0251,0.1792,1089.0,-0.0775,-0.3304,0.7648,-0.1408,0.1313,0.0
202308,34009,"cape may, nj",994000.0,0.0201,0.3315,690.0,-0.0302,-0.2111,58.0,0.0357,-0.0085,264.0,-0.1081,-0.1951,20.0,0.6667,0.6667,142.0,-0.0897,-0.3545,500.0,0.1002,-0.1245,692.0,0.0817,0.2559,1822.0,0.0008,0.0777,1733455.0,0.0295,0.2995,1177.0,0.0155,-0.1792,0.7244,0.0859,0.0717,0.0
202308,34019,"hunterdon, nj",650000.0,-0.037,0.0851,210.0,-0.0789,-0.4167,45.0,0.1266,-0.2054,122.0,-0.1528,-0.1286,0.0,-1.0,,30.0,-0.1667,-0.5313,225.0,-0.0343,-0.1124,257.0,0.0281,0.0892,2830.0,0.0107,0.0958,930508.0,0.074,0.2966,435.0,-0.0366,-0.2929,1.0714,0.0495,0.3673,0.0
202308,34037,"sussex, nj",389378.0,-0.0263,0.0796,389.0,-0.0115,-0.3261,43.0,0.303,-0.1134,224.0,-0.0667,-0.0427,8.0,1.0,0.0,62.0,-0.1842,-0.5079,268.0,0.0037,-0.2919,226.0,-0.0195,0.0667,1831.0,-0.0624,-0.0231,480368.0,-0.0443,0.0835,655.0,0.0061,-0.3131,0.6898,0.0104,0.0333,0.0
202308,34031,"passaic, nj",489474.0,0.003,0.088,409.0,-0.0109,-0.3292,32.0,0.26,-0.1429,274.0,-0.0352,-0.1845,8.0,1.0,0.3333,56.0,0.0769,-0.4717,290.0,-0.0086,-0.2922,293.0,0.0357,0.0873,1797.0,0.0184,0.0098,553127.0,0.0363,0.1177,688.0,0.0051,-0.3183,0.7087,0.0017,0.0371,0.0
202308,34017,"hudson, nj",620000.0,-0.0447,0.1008,754.0,-0.0364,-0.3914,37.0,0.0,-0.2043,390.0,0.0263,-0.2137,8.0,1.0,3.0,90.0,-0.2969,-0.4375,44.0,0.0357,-0.0938,522.0,-0.0454,0.0381,1155.0,0.0192,0.0274,758695.0,-0.0356,0.0718,795.0,-0.0335,-0.3807,0.0577,0.004,0.019,0.0
202308,34007,"camden, nj",295000.0,-0.0167,0.0633,514.0,0.0867,-0.3658,25.0,-0.1833,-0.2462,570.0,0.0478,-0.1715,32.0,0.1429,-0.2381,154.0,0.0132,-0.4577,771.0,-0.0228,-0.2385,187.0,-0.0005,0.0695,1556.0,-0.0293,0.0091,368394.0,-0.0334,0.0885,1284.0,0.0178,-0.2928,1.5,-0.1681,0.2508,0.0
202308,34003,"bergen, nj",781250.0,0.0286,0.1678,1290.0,-0.016,-0.3403,37.0,0.1061,-0.1098,678.0,-0.1263,-0.2278,10.0,1.5,-0.2857,166.0,-0.117,-0.5538,173.0,-0.1626,-0.2316,357.0,0.0198,0.0251,2386.0,0.0293,0.2532,1255580.0,0.0312,0.2258,1459.0,-0.036,-0.3287,0.1337,-0.0234,0.0189,0.0
202308,34023,"middlesex, nj",495000.0,0.0104,0.1,915.0,0.0362,-0.3898,32.0,0.0948,-0.1533,642.0,0.0288,-0.123,32.0,1.0,0.1429,118.0,0.0172,-0.638,1169.0,-0.0515,-0.2269,298.0,0.0015,0.0619,1616.0,-0.0418,-0.006,557428.0,0.0079,0.0942,2015.0,-0.0156,-0.314,1.277,-0.1182,0.269,0.0
202307,34027,"morris, nj",686000.0,0.0355,0.1435,624.0,0.0138,-0.3791,33.0,0.2941,0.1,440.0,-0.144,-0.3293,4.0,-0.3333,-0.5,84.0,0.0769,-0.6557,672.0,-0.0937,-0.2222,298.0,-0.0074,0.0445,2685.0,0.0432,0.1334,954724.0,-0.005,0.1657,1291.0,-0.0458,-0.3078,1.0769,-0.1278,0.2172,0.0
202307,34007,"camden, nj",300000.0,-0.055,0.0909,473.0,0.0205,-0.4117,30.0,-0.0164,0.0345,544.0,-0.0109,-0.2609,28.0,-0.2222,-0.3,152.0,0.3571,-0.4648,789.0,-0.0517,-0.1849,187.0,-0.0083,0.0918,1603.0,-0.0051,0.0342,381123.0,-0.0226,0.149,1261.0,-0.0255,-0.2916,1.6681,-0.127,0.4641,0.0
202307,34001,"atlantic, nj",394950.0,0.0064,0.1979,772.0,0.0039,-0.3082,46.0,-0.0265,0.0222,352.0,-0.0737,-0.2414,28.0,0.1667,-0.4615,160.0,0.039,-0.403,608.0,-0.0574,-0.2215,234.0,0.0433,0.1795,1618.0,-0.0241,0.0112,703488.0,-0.0105,0.2865,1369.0,-0.0267,-0.2753,0.7876,-0.0512,0.0877,0.0
202307,34025,"monmouth, nj",799910.0,-0.0296,0.0665,1232.0,0.0917,-0.177,43.0,0.2113,0.3438,736.0,-0.08,-0.2428,16.0,-0.5789,-0.2,216.0,-0.194,-0.5537,1318.0,-0.1219,-0.2899,364.0,-0.0133,0.0869,2164.0,0.0147,-0.0134,1269017.0,-0.0003,0.0222,2529.0,-0.0377,-0.2412,1.0698,-0.2603,-0.17,0.0
202307,34031,"passaic, nj",488000.0,0.0609,0.0869,413.0,0.0741,-0.3733,25.0,-0.1525,-0.0385,284.0,-0.034,-0.3302,4.0,-0.6,0.0,52.0,0.3,-0.5185,292.0,0.0228,-0.2474,283.0,0.0138,0.0365,1764.0,-0.0355,0.0256,533726.0,0.016,0.0849,684.0,0.0507,-0.3398,0.707,-0.0355,0.1183,0.0
202307,34039,"union, nj",549000.0,-0.0009,0.1002,481.0,0.0223,-0.395,30.0,0.1321,0.0,376.0,-0.0693,-0.2656,16.0,0.6,3.0,56.0,-0.0968,-0.65,496.0,-0.0974,-0.1448,314.0,-0.0102,0.0126,1994.0,0.0215,0.1761,717706.0,-0.0187,0.1345,962.0,-0.0527,-0.2947,1.0312,-0.1367,0.3016,0.0
202307,34009,"cape may, nj",974450.0,0.0119,0.3443,711.0,0.0135,-0.1761,56.0,-0.0345,0.1667,296.0,-0.0692,-0.0976,12.0,-0.4,0.0,156.0,0.0685,-0.3158,454.0,0.0214,-0.1654,639.0,-0.0322,0.2237,1820.0,0.0497,0.0706,1683743.0,0.0201,0.2929,1159.0,0.0136,-0.1774,0.6385,0.0049,0.0082,0.0
202307,34005,"burlington, nj",365000.0,-0.0128,0.0735,500.0,0.005,-0.3711,34.0,0.0984,0.1167,496.0,-0.0882,-0.2619,20.0,-0.3333,-0.2857,112.0,-0.1385,-0.6267,922.0,-0.0757,-0.199,211.0,-0.0057,0.1013,1791.0,-0.0025,-0.0298,526598.0,-0.0078,0.1892,1416.0,-0.0487,-0.2625,1.844,-0.161,0.3962,0.0
202307,34035,"somerset, nj",649950.0,-0.0648,0.1606,410.0,-0.0432,-0.4562,31.0,0.2157,0.1071,300.0,-0.2386,-0.375,4.0,0.0,0.0,40.0,-0.0476,-0.6667,478.0,-0.0799,-0.1687,295.0,-0.0133,0.0668,2146.0,-0.1096,-0.0274,1128619.0,0.0158,0.3721,877.0,-0.0539,-0.3254,1.1659,-0.0465,0.4033,0.0
202307,34013,"essex, nj",510000.0,-0.0722,0.0647,625.0,-0.0594,-0.4234,33.0,0.1186,0.0313,392.0,-0.3194,-0.3988,4.0,-0.6667,-0.6667,72.0,-0.2,-0.64,566.0,-0.0487,-0.1844,311.0,-0.02,0.0945,1963.0,-0.0921,0.0367,803388.0,-0.0393,0.1618,1180.0,-0.0403,-0.3253,0.9056,0.0102,0.2654,0.0
